Query,Description
Data Analyst,"Havas is looking for a Junior Data Analyst. The analyst will compile offline advertising data and import into Datorama’s reporting platform, and will act as a strategic consultant when it comes to analytics and usage of the platform. This role will strictly service Universal Music Group and it’s Record Labels. This is a unique opportunity for a dynamic professional who is open to assuming greater responsibilities and who is committed to continuous professional growth. The ideal candidate is organized, detail oriented and analytical; must be able to assemble and manipulate large quantities of data and draw meaningful conclusions. Responsibilities Identify and develop a strong understanding of UMG’s core objectives and challenges Set up UMG on Datorama’s platform, insure deliverable match requirements compile offline advertising data and import into Datorama’s reporting platform, and will act as a strategic consultant when it comes to analytics and usage of the platform. Support UMG on a day to day basis to help resolve system issues and answer questions Coordinate and deliver UMG deliverables Be the day-to-day point of contact for UMG Be proactive in presenting innovative and creative analyst relations plans and ideas for UMG Qualifications 1+ years experience in digital analytics, preferably in top tier media agency or Adtech vendor Familiarity with Datorma a big plus! Knowledgeable and adept with databases and data mapping Advertising Agency experience (preferred) Extensive experience using Excel (vlookups, pivot tables, chart visualizations, etc.) and SQL Strong technical and problem solving skills Excellent communication skills, both written and verbal Time management skills with the ability to effectively manage and prioritize own workload Project management skills Understanding of the offline and online advertising industry / eco-system Technology related B.S. or B.A. degree"
Data Analyst,"Under general supervision, oversees and supervises the daily activities of a team of Community Health Workers engaged in providing education, care coordination and access to resources to program clients to improve their health and well-being. Works in both clinic and community settings, including client's homes. Adherence to HIPAA. Reliable transportation or ability to navigate SEPTA in a timely/efficient manner. Represent a positive and professional image of the practice to patient, families, community institutions, internal and external customers. Responsible for establishing trusting relationships with patients and their families while providing general support and encouragement. Providing ongoing follow-up, basic motivational interviewing and goal setting with patients/families. Follow-up with patients via phone calls, home visits and visits to other settings as applicable. Excellent oral and written communications skills, which includes and is not limited to active listening. Timely, accurate, data input. Skilled in identifying problems and recommending solutions. Help families to coordinate appointments as well as encourage patients/families to attend appointments. Knowledge of transportation and other barriers to care that may be encountered by patient/families. Assist with breaking down these barriers to ensure health care compliance. Knowledgeable about community resources appropriate to needs of patients/families. Skilled in establishing and maintaining effective working relationships with patients/families, medical staff, and internal and external customers. Sensitivity to unique/non-traditional life circumstances and the ability to support members to improved healthcare outcomes. Ability to react calmly and effectively in emergency situations. Updates and documents in Electronic Patient Record and Electronic Patient Management system, in an accurate, timely and efficient manner. Ability to work independently and with a team. The team will include, but is not limited to, Tenet HealthCare employees, as well as various payer employees. Lead Responsibilities: Supervises community health workers, to include work allocation, training, and problem resolution; evaluates performance and makes recommendations for personnel actions; motivates employees to achieve peak productivity and performance. Assists in the creation of training modules and continuing education curriculum for Community Health Workers. Conducts weekly group sessions and peer discussion of cases and clients for support and education. Works collaboratively with the Population Health Team and ongoing projects related to data collection, quality improvement and partnership with the insurance companies. Trains new Community Health Workers and provides ongoing staff development instruction. Reviews staff reports for clarity, content, spelling, grammar and follow through on client month to month plan of care. Serves a limited caseload of clients in a similar manner as Community Health Worker, taking on more complex cases as needed. Works collaboratively and effectively within a team. Establishes positive, supportive relationships with participants and provides feedback to other members of the team. Performs miscellaneous job - related duties as assigned. Skills and Abilities: Bilingual preferred. Excellent customer service and problem solving skills required. Excellent oral and written communication skills required. Excellent organization skills and attention to detail and accuracy required. Excellent computer skills including, but not limited, to MS Office required. Ability to utilize Electronic Health Records and Electronic Patient Management systems, required. Ability to prioritize and/or multi-task required. Knowledge of HIPAA required. Knowledge of medical terminology preferred. Knowledge of ICD-9 and ICD-10 preferred. Previous experience working in a fast paced health care environment preferred. Ability and willingness to provide emotional support, encouragement and motivation to patients/families required. Lead Skills and Abilities: Skills in organizing resources and establishing priorities. Ability to make administrative and procedural decisions and judgments on sensitive, confidential issues. Ability to supervise and train employees, to include organizing, prioritizing and scheduling work assignments. Ability to develop and present educational programs and/or workshops. Employee development and performance management skills. Knowledge of community education agencies and resources. Working knowledge of multi-system outreach programs related to clinical education and health related services. Ability to plan, implement and evaluate individual client care plans. Knowledge of transportation and or other barriers to care that may be encountered by client. Ability to communicate medical information to health care professionals and care coordinators over the telephone. Skill in use of personal computers and related software applications, including e-mail. Creative and analytical thinking. Ability to communicate effectively, both orally and in writing. Training & Education: High School Graduate or equivalent required. Completion of Accredited Community Health Worker Program required. Some college credits preferred. Experience: Minimum of one year experience in a fast-paced health care environment preferred. Supervisory Responsibility: Oversee all CHW's (Health Navigator) on campus apart of SCPA Practice Plan. Required Licenses: None"
Data Analyst,"Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Enjoy corporate strength, stability, and a rewarding career at a growing industry-leading and diverse operating company with a track record for success. Tap into the professional possibilities of Enterprise Products Company. The Data Analyst reports to the Supervisor, Design Services. This person works closely with the Design Services staff, Departmental Supervisors, the IT Department, and others, to drive improvement and communicate insights through analysis of data in a variety of formats, from a mix of structured and unstructured sources. The Data Analyst applies data analysis fundamentals and relevant techniques and tools on available data to summarize and visualize data, derive insights, and identify and resolve data quality issues, with as much automation as possible. This person identifies, reviews, and recommends data sources necessary for completion of Departmental objectives and works to validate and integrate data from these sources as needed to achieve goals. The Data Analyst responsibilities include, but are not limited to: Provides the Design Services staff with real time data analysis that relates to establishing and meeting quality objectives and enhancing Design Services efficiency and effectiveness. Analysis of the quality and performance initiatives throughout the Design Services Department as assigned. Organizes and analyzes engineering, operational and project data from multiple sources and synthesizes results into meaningful reports and presentations. Administrates Design Services departmental employee and contingent worker data. Start Date, Pay Rate, Bill Rate, CW Vendor, business system accesses. Administrates the assignment of location metadata related to company assets Facility Name, Number, Address, County, State, Latitude / Longitude, etc. Results provide necessary administrative data for drawing numbering, further resulting in drawing availability through CADXplorer (drawing search application). Administrates the creation and assignment of Project Record Repositories for AFE projects. Administrates departmental timesheets to capture charges to the various project numbers, work order numbers, and general ledger accounts. Allows analysis and reporting, based on charge code, person, or area. Administrates Design Services Data Input Site for Project Deliverable Tracking. Multi-user input system, tracking assignments and deliverables through completion. Administrates Drawing Issues Database, used to track the status and quantity of drawing issues that are reported using the ‘Report This Drawing’ feature of CADXplorer. Administrates / Participates as Site Owner of the Engineering Portal (MS SharePoint). Administrates / Participates as Site Owner of the EDRP Portal (MS SharePoint). Administrates / Participates as Site Owner of the Engineering Summer Intern Portal (MS SharePoint). Provides guidance on the most effective use of the available data. Provides typical and Ad Hoc reporting from the available data. Provides data related technical support to resolve random issues encountered by users, both internal and external to the Design Services department. Provides recommended improvements to the function and content of the available data and data systems. Qualifications The successful candidate will meet the following qualifications: Bachelor’s Degree in a technical or scientific field is required. Experience using Python or R for data analysis. Basic understanding of descriptive and inferential statistics and data visualization. Experience with and conceptual understanding of relational databases, including ability to write arbitrary SQL queries. Ability to manage multiple projects is essential. Ability to adapt to a rapidly changing environment. Advanced ability to create summary reports using statistical tools, charts, and graphs. Proficiency with MS Excel, MS SharePoint, MS Access, Oracle. Ability to travel up to 10%. Primary Location : USA-Texas-Houston Shift : Day Job Travel : Yes, 10 % of the Time Unposting Date : Ongoing Organization : Engineering Job : Engineering Job Level : Individual Contributor"
Data Analyst,"Who We Are We’re America’s largest mortgage lender, closing loans in all 50 states. J.D Power ranked Quicken Loans “Highest in Customer Satisfaction in Primary Mortgage Origination” for the past eight consecutive years, 2010 – 2017. The company was also ranked highest in the nation for client satisfaction among mortgage servicers by J.D. Power for four consecutive years, 2014 through 2017, each year the company was eligible. There’s a simple reason we’ve been so successful: We care about the people we work with. If you’re tired of stuffy, bureaucratic workplaces, then you’ll be delighted to find something different here. We strive to make a creative, fun and collaborative environment you simply won’t find anywhere else. Quicken Loans was named 1 in ESSENCE Magazine’s first ever list of “Best Places to Work for African Americans” in 2015. We've been on Computerworld's ""Best Places to Work in IT"" list for 13 years running, hitting 1 the last five years. We were also ranked 14 in FORTUNE Magazine’s list of ""100 Best Companies to Work For"" in 2018, remaining in the top-30 for the past 15 years. What You'll Do/Need The Senior Data Analyst is a highly trained individual that specializes in organizing and analyzing data from various resources with the purpose of turning numbers into information and action. A Senior Data Analyst takes questions and requests beyond the surface level to provide more than just numbers, but context and recommendations. They paint a picture of how the business is operating using a variety of data analysis techniques and statistics. Responsibilities Drive analytics decision making on a wide range of initiatives Field and prioritize strategic requests from senior leaders to help everyone involved better understand the impact of key business decisions, make projections and enhance our mortgage processes Analyze data with standard statistical methods, interpret results and provide written summaries of data analyses Work closely with Business Intelligence peers, including Business Analysts, Engineers and Modelers to ensure we are creating a holistic analytical approach that solves for analytics needed, technical solutions and models to transform a business initiative Mentor team members and proactively provide appropriate feedback and peer reviews Requirements Statistical knowledge and how to apply in a business environment 2 years of applied experience working with complex data sets Working knowledge with statistical software like SPSS, R, SAS or Python Basic understanding of SQL or other querying languages to create data sets Demonstrated experience visualizing and presenting data (e.g. Tableau, Microsoft Power Bi, etc.) Naturally curious and active interest in data analysis and problem solving Ability to work in fast-paced environment where flexibility is key and directions can change frequently Proven capacity for being responsible for data within the organization to reach conclusions, drive solutions and/or make recommendations What’ll Make You Special Bachelor’s degree or higher in economics, mathematics, applied statistics, computer science, finance or equivalent experience preferred What You'll Get Excellent benefits package that includes a 401(k) match, medical/dental/vision insurance and much more Opportunities to participate in professional and personal development programs, including personal empowerment coaching, leadership training and ongoing personal growth training Other incentives, contests and rewards, including trips, event tickets, cash prizes and more Why We're Different Corporate politics not your strong suit? The anti-corporate culture of Quicken Loans gives our team members the initiative to build solutions together and grow both personally and professionally. At Quicken Loans, we’re in the business of putting roofs over our clients’ heads, but we certainly aren’t putting ceilings on our team members’ careers. If you’re interested in working in a place with a philosophy that’s truly different, apply today. Quicken Loans is an equal opportunity employer. _Disclaimer: Quicken Loans received the highest numerical score in the proprietary J.D. Power 2010 – 2016 Primary Mortgage Origination studies and the 2014 – 2017 Primary Mortgage Servicer studies. 2016 Origination (or Sales) based on 5,182 total responses and measures the opinions of customers who originated a new mortgage or refinanced within the past 12 months, surveyed in July – August 2016. 2017 Servicing based on 7,374 total responses and measures the opinions of homeowners on their mortgage servicing company, surveyed in March – April 2017. Your experiences may vary. Visit JDPower.com._ __ _Quicken Loans is the 1 online lender based on the ranking of Quicken Loans in comparison to online residential mortgage lenders included in the Inside Mortgage Finance ""Top 50 Mortgage Lenders"" report from Q2 2017._"
Data Analyst,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. The mission of the Facebook Risk and Payments team is to enable anyone, anywhere to be able to pay and be paid with confidence. This can mean different things across our many payments products - from providing support to advertisers who need help paying their bill, helping charities onboard to receive donations, to identifying and resolving fraudulent transactions. We are looking for a strong individual contributor who can use data to drive insights that will help fuel the success of payments at Facebook. RESPONSIBILITIES Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and provide experience, risk, and product insights. Drive key performance metrics such as fraud losses, payment success rates, and support efficiency. Influence cross-functional partners such as Product, Engineering, and Sales to make product and process improvements. MINIMUM QUALIFICATIONS Bachelor's degree in Business, Science, Engineering, Economics, or equivalent practical experience. 2+ years experience doing quantitative analysis. Experience manipulating data sets in SQL or equivalent, and drawing actionable insights from data. PREFERRED QUALIFICATIONS Proficient at defining, utilizing and communicating performance metrics. Strong communication and presentation skills."
Data Analyst,"The mission of the City of Seattle Human Resources Department is to provide strategic and operational human resource services to meet the City's workforce and organizational needs. Our values reflect our best thinking of how we want to act and interact with customers, consumers, stakeholders and each other: ingenuity, integrity, inclusion, commitment and respect. The Seattle Department of Human Resources Compensation and Classification Unit is seeking qualified candidates to fill one Personnel Analyst opportunity. The Compensation and Classification Unit provides specialized service related to implementation and maintenance of the City's classification and compensation systems and programs. This journey level offers a challenging opportunity to participate in or serve as lead on classification and compensation related projects with citywide impact. Job Responsibilities: Conduct job analysis by analyzing job duties, conducting research and interviews, synthesizing data and analyzing information and determining appropriate position classifications. Based on the job analysis, write formal determination reports and prepare and defend classification recommendations. Provide customer focused service and consultation to City departments often involving hands on support to management and human resources professionals. Utilize technical knowledge and expertise on major aspects of the classification and compensation system involving represented and non-represented bodies of work. Interpret City Personnel Rules and regulations, policies and procedures, ordinances and labor implications. Participate in employee grievance meetings and classification reconsideration and classification appeal meetings which include: preparation and research, explanation of City personnel and classification/compensation policies, procedures and processes, defense of analytical process and resulting determination, and perform follow-up actions necessary for implementation of resolution. Perform work independently, assignments are generally reviewed for outcome and for conformance with policy, procedure and precedents. Requires excellent written and oral communication skills. The ability to write a variety of communications clearly, concisely, and effectively to all levels of employees, as well as the ability to communicate orally to diverse audiences to explain and defend decisions, exchange information, persuade and negotiate. Interpret rules, regulations, policies and procedures for City management and human resources representatives. Qualifications: A baccalaureate degree in human resource management, business or public administration, social sciences, or a related field and two years experience in professional human resources department (or a combination of education, training, or experience which provides an equivalent background required to perform the work of the class). Additional Information: If you have questions, please contact Aisha Foster at Aisha.Foster@seattle.gov. This position is classified as a Personnel Analyst Who May Apply: This position is open to all candidates that meet the minimum qualifications. The City of Seattle values diverse perspectives and life experiences. Applicants will be considered regardless of race, color, creed, national origin, ancestry, sex, marital status, disability, religious or political affiliation, age, sexual orientation, or gender identity. The Department encourages people of all backgrounds to apply, including people of color, immigrants, refugees, women, LGBTQ, people with disabilities, veterans and those with diverse life experiences."
Data Analyst,"Position Data and Research Analyst Reports to Research & Strategy, Senior Manager Compensation This is a full-time, exempt, grade 6 position Date August 2018 Summary The Data and Research Analyst is responsible for driving strategic growth and optimizing profitability within existing and prospective client groups through proprietary research and thought leadership. This role uses a data-rich approach to explain problems and opportunities within the client base, highlighting client needs and recommending solutions. The role is responsible for turning data and trends into information and insight for the organization, thereby promoting informed and data-driven decision making. Responsibilities Engages in thoughtful analytical design. Identifies and develops objectives, methodology, action plan, and success measures. Conducts analytic projects, from defining data needed through gathering, analyzing, reporting, and presenting information, in order to answer strategic and tactical questions arising from organizational and the Research & Strategy Group’s initiatives. Implements a quality control process to ensure the integrity of data, leveraging SAS to warehouse critical data, and cultivating strong working relationships with the Finance and Technology groups. Builds a more sustainable and streamlined reporting function. Oversees the dissemination and maintenance of standard reports on a regular basis. Studies client data proactively to discover and raise for review key operational and behavioral trends. Meets with Vanguard Charitable management and key stakeholders to fully understand questions and needs; leads methodology development and analysis to address needs; and recommends final solutions. Delivers recommendations through presentations, consultation, or formal briefings. Supports product/service development and marketing/outreach by leveraging internal (e.g. client profiles, behavioral trends) and external data (e.g surveys, third party research) for analysis. Consults with management, Marketing, and operational business partners on the appropriate use of data and how it can inform projects, initiatives, and day-to-day decision making. Monitors changes and new trends in the donor-advised fund and philanthropic industries, and communicates to management and other stakeholders as needed. Responsible for overall industry and competitive analysis. Coaches team members on generating reports, using analytical tools, and delivering analysis. Understands the roles and responsibilities as a staff member to Vanguard Charitable’s Business Contingency Program. Positively influences and supports the organization toward meeting contingency business objectives. Provide business contingency planning support. Supports Ready Reserves as requested. Perform other duties as assigned. Requirements Undergraduate degree in an analytically oriented major, such as economics, statistics, marketing research or an applied social science or equivalent combination of training and experience. Academic training in basic applied statistics. 5+ years of project management and analytical experience. Proven broad business analysis skills. Leverages strong critical thinking and collaboration skills to determine how to approach and solve problems with a team Broad knowledge of the charitable industry, knowledge of donor-advised funds a plus. Strong Excel and/or Access database skills in data manipulation and presentation. Strong SAS skills or experience using other sophisticated analytical tools, such as R Studio. Solid verbal and written communication capabilities. Superior testing and quality control skills and attitude. Detail oriented with strong organizational skills. Work independently; work collegially with all levels of personnel. Ability to handle multiple projects simultaneously and with minimal supervision."
Data Analyst,"As a Data Analyst I at Insight, you’ll process manufacturer rebate information and keep track of data using SAP. To do this, you’ll have to work across various departments within the company and with our external partners. Another of your objectives will be to identify areas in the process to improve and make more efficient. What you’ll do: Connect. Work across the company and interact with our teams in Bid Accounting, Price Protection, Purchasing, Product Management, Bid Desk and Sales. Make sure everyone is on the same page and executing under the same agreement. Review and analyze. Understand contract language in order to effectively manage to the terms and conditions of each program. Analyze new promotions and programs to assess their profitability. Manage and administer accurate special pricing programs. You’ll also be responsible for some quality control process and for pull various ad hoc reports. What we need: High school diploma and 2-4 years of related professional experience. Solid communication skills (verbal and written) and the ability to effectively present information to managers, clients and other teammates. Problem solving, organization and time management skills. Ability to work under strict service level agreements (SLAs) and to multi-task effectively. About Insight Insight’s success begins with our people making meaningful connections every day. Our culture lives in our teammates. Insight is looking for great people who will embrace our values of Hunger, Heart and Harmony. Hunger to create new opportunities for our clients. Heart to make a positive impact in people’s lives. Harmony to celebrate each other’s unique contributions to bring solutions to clients. Join our team as we work to deliver the best solutions through Intelligent Technology Solutions™, the new IT. Global technology provider of IT hardware, software and service solutions Fortune 500 company founded in 1988 with clients around the globe $5.5 billion in revenue for 2016 6,400+ teammates worldwide 2016 Best Places to Work (Phoenix Business Journal), Great Place to Work Certification 2017 Dell EMC Titanium Black Partner, 2016 HP US Personal Systems Reseller of the Year, 2016 Cisco Gold Certification in North America, Microsoft’s largest global partner Today's talent leads tomorrow's success. Learn about careers at Insight: jobs.insight.com. Insight is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation or any other characteristic protected by law."
Data Analyst,"We have a product that is changing how brands, agencies and networks measure and assess the impact of TV advertising campaigns. Our software uses proprietary audio and video analysis to monitor and extract TV commercials, movie trailers and other promotional content from TV. At the same time, our software analyzes consumer interactions with TV ads on the digital screen across search, video and social. Interactions are matched with specific ads and attributed back to airings on TV. Our platform collects and analyzes massive amounts of data in real-time. This is a rare opportunity to get equity in the early stages of a company with significant early traction and which is run by an experienced team. We are looking for someone that is highly motivated and knows how to get things done quickly and efficiently. We are seeking a talent who will share our obsession for data accuracy; someone with an insatiable appetite for learning new things and accomplishing challenging goals in a fast-paced (and not always structured) environment. Responsibilities: Understand, inside and out, all data streams collected, calculated, and attributed by iSpot. Use our in-house tools to provide quality assurance for ads and their metadata. Communicate bugs and alerts to Engineering teams, Customer Success, and management. Interest in learning SQL to query against MySQL and Redshift schema for quality assurance purposes. Besides being highly motivated and valuing the significant equity opportunity, we are looking for someone who has: Strong attention to detail. Experience with Excel. The ability to work quickly and efficiently with minimal supervision. Strong communication skills. The ability to multi-task and work well under deadlines in a changing environment. Strong interest in building their analytics skills using SQL, Tableau, and Excel. Ability to work an adjusted Tuesday-Saturday schedule. Passion for data accuracy."
Data Analyst,"Flagship Credit Acceptance LLC (“Flagship”) is an independent auto finance company headquartered in Chadds Ford, PA. With regional offices in Irving, TX, Irvine, CA, and Phoenix, AZ, the company has originated over $6 billion in auto finance contracts, serving over 10,000 automotive dealerships across the country. In addition to the traditional indirect dealer channel, we have also positioned ourselves to meet the changing needs of consumers as they shift to online lending, by heavily investing in our online loan channel (direct lending) called CarFinance.com We are seeking smart, passionate analysts that are seeking to transform complex data into valuable organizational insights/strategies. Essential Functions and Responsibilities : As a member of the risk department, you will have a bird’s eye view into every part of the organization. Your role may include: Combining data from multiple data sources to generate portfolio insights Optimizing our statistical pricing models through the use of big data Using data mining and machine learning techniques to identify fraud Creating a new portfolio dashboard that shows how our company is performing Helping to lead the development of our analyst data warehouse Qualifications : Will have obtained a Bachelor’s Degree or higher prior to August 2018 in a quantitative field such as Mathematics, Finance, Engineering, MIS, Statistics, or related field required Strong quantitative, analytical, and problem-solving skills Ability to perform in a rapidly changing, high-intensity environment Strong desire to achieve and succeed Intellectually curious and willing to challenge oneself by taking on new tasks Strong communication skills and detail oriented The candidate will have experience in high-growth company environments, where creative solutions and cross-functional teams are required. Demonstrating an honest, professional, ethical standard is essential. The position will be located at the company's Irving, TX office"
Data Analyst,"JetSuiteX commenced public charter service in April 2016. We offer a new product in aviation by combining the speed and convenience of a private jet experience with a superior on-board experience, sold by the seat at a price near that of existing commercial service. The JetSuiteX fleet of Embraer 135s is a luxuriously reconfigured 30 passenger jet, each seat with at least 36-inch pitch, free WiFi and the comforts of a private jet at the price of flying commercial. Unlike JetSuite’s™ private jets where customers must book the whole aircraft, JetSuiteX sells individual seats on scheduled flights. Purpose JetSuite's Data Analyst is creative and passionate about shaping the company’s understanding of our clients and customers, solving business challenges, and measuring impact through design, development and execution of reporting and trend analyses to support company-wide business needs. Provides management with timely and accurate information for decision making. The ideal candidate must exhibit integrity and dedication in a team atmosphere. Prepares ad hoc reporting and presentations for managerial meetings as well as supporting annual planning efforts. The person in this position has an appetite for learning, analytics, business optimization and managing various technologies in a dynamic and fast paced environment. Responsibilities Develop reporting mechanisms for Key Performance Indicator (KPI) reporting for business leaders across JetSuite and JetSuiteX Partner with IT and business units to develop simulations and best practices to ensure proper KPI reporting and assessment Analyze sales, operations, services, KPI and profit results to identify business trends and opportunities and quantify the effects of business changes, initiatives, and events. Conduct frequent trend analysis. Identify and recommend company and departmental efficiencies and cost saving opportunities. Perform any other additional duties requested by the Vice President of IT & Distribution Qualifications BA/BS in Engineering, Data Science, Operations Research, Computer Science, Mathematics, related fields or equivalent experience/training 2+ years’ experience in a technical professional environment Demonstrated aptitude for logical analysis, problem identification, and problem solving as well as excellent interpersonal and communication skills Ability to compile, analyze data both statistically and conceptually. Strong analytical and quantitative skills. Ability to multitask and manage multiple priorities effectively. High degree of integrity and confidentiality with a keen sense of business/financial acumen. Strong interpersonal skills and be able to work well with personnel at various levels. Strong communication skills, both oral and written and be comfortable in formatting analytical works into presentation formats. Leadership skills with an ability to make sound decisions with relevant facts at hand. Ability to work independently and on weekends and outside of regular office hours, if required. Preference will be given to candidates with demonstrated experience in one or more of the following areas: Familiarity with the airline/travel industry Ability to wrangle data from disparate sources into a comprehensive view of a business problem Ability to use computer-based tools to implement solutions Ability to prioritize while handle multiple responsibilities"
Data Analyst,"Introduction Allina Health is dedicated to the prevention and treatment of illness and enhancing the greater health of individuals, families and communities throughout Minnesota and western Wisconsin. A not-for-profit health care system, Allina Health cares for patients from beginning to end-of-life through its 90+ clinics, 12 hospitals, 16 pharmacies, specialty care centers and specialty medical services that provide home care, senior transitions, hospice care, home oxygen and medical equipment, and emergency medical transportation services. Allina Health is a vibrant, growing organization with opportunities to suit your professional skills and a diverse work environment to match your specific interests. We believe employees are our greatest asset and are dedicated to helping you develop and maximize your professional skills. The Commons, located in Minneapolis, is the headquarters of Allina Health, a not-for-profit health care organization serving patients and communities. Approximately 1,600 corporate and administrative service employees work at offices within Midtown Exchange, the site of the historic Sears retail complex at Chicago Avenue and E. Lake Street. This community landmark, adjacent to the campus of Abbott Northwestern Hospital, part of Allina Health, is the second largest building in Minnesota and includes offices, an internationally themed public market and residential units. Responsibilities Data management and analysis Database development and administration Assists in performance improvement initiatives through data collection and documentation review Conducts preliminary analysis and identifies opportunities for improvement Coordinates or collects and maintains currency of data for regulatory compliance, such as National Patient Safety Goals and risk monitors Education Bachelor’s degree in statistics, measurement, or related field Qualification/Skills Experience Previous healthcare (quality, risk and/or nursing) experience required Two or more years of work related experience in healthcare. Experience with performance improvement methodology and quality tools highly preferred Experience with Business Objects (Clarity Reports), Excellian and HDM preferred Skills Demonstrated proficiency in Excel, Access, and PowerPoint required Proficient Analytical and Data Management skills, including statistical analysis Ability to translate clinical user requests and requirement into analytical products and output using existing systems Proven facilitation skills and ability to manage multiple change initiatives Detail-oriented with strong organizational, communication/interpersonal and problem solving skills Work Schedule M-F Daytime hours Benefit Eligible No weekends NCT Day shift Location/Community Information Minneapolis boasts being both cosmopolitan yet small enough that you can find a place to call home whether on a lake, golf course, or in an adjoining suburb. With the fast pace of activity there are professional sports, theater, or enough parks for a quiet walk. The area has numerous schools and colleges, both public or private, and enough teams for all weekend athletes to join. Located in Minneapolis Population = 380,000 Service Area = 2,882,245 Community Resource Links: Community Information School Digger Explore Minnesota MN Dept of Education Minneapolis St. Paul Magazine St. Paul Pioneer Press Twin Cities Living Magazine Star Tribune Closing If you are interested in becoming part of our award winning team of professionals, please apply online today. Allina Health is committed to providing Equal Employment Opportunities to all employees and applicants. EO M/F/Disability/Vet Employer."
Data Analyst,"Best Vendors Management Join the exciting world of unattended refreshment and food solutions with Best Vendors, the largest national account management company in the industry. As part of Compass Group, the 6th largest employer in the world, Best Vendors gives you the opportunity to work with Fortune 500 companies, learn from some of the brightest and most experienced minds in the industry, and become part of a diverse team committed to providing the best possible service to our clients and customers each day. We are committed to attracting, retaining and developing top level talent—if you’re up for the challenge, contact us today. We think you’ll feel right at home! Forbes agrees that Best Vendors is a great place to work – Compass Group ranked on Forbes’ 2015 list of Best Employers, and in 2016, Compass Group ranked 33 on Fortune Magazine’s list of global companies changing the world. A fresh approach to great results Are you a self-motivated Accounts Receivable expert? This is a complex position that handles all activities related to managing Client Accounts Receivable. This is not your grandmother’s Accounts Receivable department! This entails utilizing systems driven electronic invoicing, processing payments, emailing regularly with Clients and Vendors, reconciling and resolving open Accounts Receivable to a current balance and following up on collections. More specifically, in this role you’ll be: Processing invoices received electronically Processing manually entered invoices Consolidating vendor invoices to bill Clients Managing Client-specific payment terms Cash application Contacting Clients regarding past due invoices Completing an account analysis for each Client Requirements High volume work experience with accounts receivable/accounts payable. Specific work experience in cash applications with heavy volume of small transactions equaling large payments/dollars; handling complex, small transaction invoicing; and reconciling imbalanced accounts. On-the-job experience with maintaining positive client relationships. Heavy systems experience with software of a complex nature (i.e. proprietary in-house system) is required. A thorough understanding of business and accounting processes and principles. Additionally, qualified candidates must demonstrate a high level of proficiency in Microsoft Excel and Microsoft Word. This position requires the ability to communicate effectively at all levels (writing, speaking and listening), and maintain positive internal and external work relationships. Professional composure in high-pressure, time-sensitive environment. Candidates must possess initiative to identify issues/problems, resolve issues timely, offer solutions, seek out projects and maintain positive internal and external relationships. Preferences ERP system’s experience (i.e. JDE, SAP, Oracle, PeopleSoft), and experience in Business Objects or other report writer software (i.e. Crystal Reports) Education & Experience The candidate must have Bachelors degree, strongly preferred, with 2+ years experience in relevant position; or an Associate’s degree, preferred, with 5 years of related experience; or high school degree with 10 years relevant work experience. _If you find our company intriguing and the position sounds like a great fit … what are you waiting for? Click Apply Now!_ Achieving Leadership Compass Group is an equal opportunity employer. At Compass, we are committed to treating all Applicants and Associates fairly based on their abilities, achievements, and experience without regard to race, national origin, sex, age, disability, veteran status, sexual orientation, gender identity, or any other classification protected by law. Keyword Search: Accounts Receivable, Cash Application, Invoice Processing, AR, Payment Processing, Data Analyst XJ6"
